latitude,longitude,altitude,geometry,IndexName,Name,AddressName,Description,Hyperlink,AcceptedItems
1.28752067458927,103.833992872035,0,Point,kml_1,Blessings in a Bag,"315 Outram Road, Tan Boon Liat Building #08-06A","Blessings in a Bag supports low-opportunity, under-resourced youth. They accept items which are in ""like new"" condition. A rule of thumb when giving items is that if they are items you would lovingly present to a friend or to your own children, then they can accept it.",http://www.blessingsinabag.co/home,Clothing
1.30138509490103,103.837684358423,0,Point,kml_5,Zara - 313 Somerset,"313 Orchard Road, 313 Somerset, #B1-01 to 05, #01-01 to 05, #02-01 to 06","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.313somerset.com.sg/store-directory/zara/,"Bags and accessories , Clothing , Shoes"
1.29380234644511,103.83175791999,0,Point,kml_6,Zara - Great World City,"1 Kim Seng Promenade, Great World City #01-158","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.zara.com/sg/en/z-stores-st1404.html,"Bags and accessories , Clothing , Shoes"
1.30403577030596,103.831395131817,0,Point,kml_7,Zara - ION Orchard,"2 Orchard Turn, ION Orchard #B2-03 & #B3-05","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.ionorchard.com/en/shop/zara.html,"Bags and accessories , Clothing , Shoes"
1.30508722125382,103.830722585794,0,Point,kml_8,Zara - Liat Towers,"541 Orchard Road, Liat Towers #02-02, #03-02","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.zara.com/sg/en/z-stores-st1404.html,"Bags and accessories , Clothing , Shoes"
1.28233335098225,103.858308388607,0,Point,kml_9,Zara - Marina Bay Sands,"10 Bayfront Avenue, Marina Bay Sands #B2-08/14/113","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.marinabaysands.com/shopping/zara.html,"Bags and accessories , Clothing , Shoes"
1.29145525906521,103.857007341008,0,Point,kml_10,Zara - Marina Square,"6 Raffles Boulevard, Marina Square #02-118 to 120/122 to 126","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.marinasquare.com.sg/articles/article-b0wx49bu?categories=WhatsNew-Web,"Bags and accessories , Clothing , Shoes"
1.2638958023183,103.821589254908,0,Point,kml_11,Zara - Vivo City,"1 HarbourFront Avenue, Vivo City #01-28","Zara runs a used clothing collection programme. The donated garments are channeled to the organisations they work with. These may be donated to those in need, marketed through charitable channels used by the non-profit organisations to finance their social projects, reused and transformed into other textile products such as cloths, or recycled into new fibres and materials for the construction and automotive sectors.",https://www.vivocity.com.sg/stores/zara-2/,"Bags and accessories , Clothing , Shoes"
1.27737234325129,103.852844806959,0,Point,kml_12,The Fashion Pulpit,"5 Straits View, Marina One The Heart #01-04",The Fashion Pulpit is a permanent swapping fashion space. You can swap from pre-loved fashion pieces and upcycle.,https://www.thefashionpulpit.com/,Clothing
1.2927743133923,103.784084015695,0,Point,kml_16,Dignity Mama - National University Hospital,"1 Lower Kent Ridge Road, One@KentRidge #01-39","Dignity Mama is a social enterprise under Project Dignity that employs adults with special needs. Patrons can drop off pre-loved books at their kiosks, which are then resold at low prices. This micro-enterprise model allows adults with special needs to gain basic entrepreneurial skills.",https://www.projectdignity.sg/dignity-mama,"Books, Stationery"
1.33553381915145,103.743865454971,0,Point,kml_17,Dignity Mama - Ng Teng Fong,"1 Jurong East Street 21, Tower A NTFGH Clinics #02-10","Dignity Mama is a social enterprise under Project Dignity that employs adults with special needs. Patrons can drop off pre-loved books at their kiosks, which are then resold at low prices. This micro-enterprise model allows adults with special needs to gain basic entrepreneurial skills.",https://www.projectdignity.sg/dignity-mama,"Books, Stationery"
1.39429941158945,103.893001336131,0,Point,kml_18,Dignity Mama - Sengkang Hospital,"110 Sengkang East Way, Level 1 SKH Campus","Dignity Mama is a social enterprise under Project Dignity that employs adults with special needs. Patrons can drop off pre-loved books at their kiosks, which are then resold at low prices. This micro-enterprise model allows adults with special needs to gain basic entrepreneurial skills.",https://www.projectdignity.sg/dignity-mama,"Books, Stationery"
1.32643266266626,103.893626882127,0,Point,kml_19,Dress for Success,"6 Ubi Road 1, Wintech Centre #04-11","The mission of Dress for Success is to empower women to achieve economic independence by providing support, professional attire and the development tools to help women thrive in work and life. Donate clothes which their clients can wear for job interviews. [Currently closed for clothing donations till further notice]",https://singapore.dressforsuccess.org/,"Bags and accessories , Clothing"
